"","V1","V2","V3","V4"
"1",0.00161435400493949,0.00100847457627119,1,1
"2",0.007538976616977,0.0101949152542373,1,2
"3",0.0137042669448816,0.0170593220338983,1,3
"4",0.0198867394033704,0.0237570621468926,1,4
"5",0.0277351122585512,0.0309632768361582,1,5
"6",0.0340205890847789,0.0366525423728813,1,6
"7",0.0403405185879412,0.0420169491525424,1,7
"8",0.0481716208967716,0.0493813559322034,1,8
"9",0.0542852469452352,0.0567344632768361,1,9
"10",0.0604505667450619,0.0636016949152542,1,10
"11",0.0665128232333056,0.0714717514124293,1,11
"12",0.074326802355396,0.0790084745762711,1,12
"13",0.0805780033362215,0.0850395480225988,1,13
"14",0.0867604757947103,0.0917372881355932,1,14
"15",0.0944199041573092,0.100782485875706,1,15
"16",0.100808503238964,0.105474576271186,1,16
"17",0.10712834432636,0.110830508474576,1,17
"18",0.115131297412955,0.116531073446328,1,18
"19",0.121330804642417,0.12304802259887,1,19
"20",0.145056350315055,0.146257062146893,1,20
"21",0.19435114616305,0.196771186440678,1,21
"22",0.339575368546386,0.334915254237288,1,22
"23",0.480660937325011,0.476389830508475,1,23
"24",0.704365528461035,0.700152542372881,1,24
"25",0.824370126080883,0.820590395480226,1,25
"26",0.950340665947552,0.947686440677966,1,26
"27",0.975360824742268,0.974,1,27
"28",0.991907216494845,0.991,1,28
"29",1,1,1,29
"30",1,1,1,30
"31",1,1,1,31
"32",1,1,1,32
"33",1,1,1,33
"34",1,1,1,34
"35",1,1,1,35
"36",1,1,1,36
"37",1,1,1,37
"38",1,1,1,38
"39",1,1,1,39
"40",1,1,1,40
"41",1,1,1,41
"42",1,1,1,42
"43",1,1,1,43
"44",1,1,1,44
"45",1,1,1,45
"46",1,1,1,46
"47",1,1,1,47
"48",1,1,1,48
"49",1,1,1,49
"50",1,1,1,50
"51",1,1,1,51
"52",1,1,1,52
"53",1,1,1,53
"54",1,1,1,54
"55",1,1,1,55
"56",1,1,1,56
"57",1,1,1,57
"58",1,1,1,58
"59",1,1,1,59
"60",1,1,1,60
"61",1,1,1,61
"62",1,1,1,62
"63",1,1,1,63
"64",1,1,1,64
"65",1,1,1,65
"66",1,1,1,66
"67",1,1,1,67
"68",1,1,1,68
"69",1,1,1,69
"70",1,1,1,70
"71",1,1,1,71
"72",1,1,1,72
"73",1,1,1,73
"74",1,1,1,74
"75",1,1,1,75
"76",1,1,1,76
"77",1,1,1,77
"78",1,1,1,78
"79",1,1,1,79
"80",1,1,1,80
"81",1,1,1,81
"82",1,1,1,82
"83",1,1,1,83
"84",1,1,1,84
"85",1,1,1,85
"86",1,1,1,86
"87",1,1,1,87
"88",1,1,1,88
"89",1,1,1,89
"90",1,1,1,90
"91",1,1,1,91
"92",1,1,1,92
"93",1,1,1,93
"94",1,1,1,94
"95",1,1,1,95
"96",1,1,1,96
"97",1,1,1,97
"98",1,1,1,98
"99",1,1,1,99
"100",1,1,1,100
"101",1,1,1,101
"102",1,1,1,102
"103",1,1,1,103
"104",1,1,1,104
"105",1,1,1,105
"106",1,1,1,106
"107",1,1,1,107
"108",1,1,1,108
"109",1,1,1,109
"110",1,1,1,110
"111",1,1,1,111
"112",1,1,1,112
"113",1,1,1,113
"114",1,1,1,114
"115",1,1,1,115
"116",1,1,1,116
"117",1,1,1,117
"118",1,1,1,118
"119",1,1,1,119
"120",1,1,1,120
"121",1,1,1,121
"122",1,1,1,122
"123",1,1,1,123
"124",1,1,1,124
"125",1,1,1,125
"126",1,1,1,126
"127",1,1,1,127
"128",1,1,1,128
"129",1,1,1,129
"130",1,1,1,130
"131",1,1,1,131
"132",1,1,1,132
"133",1,1,1,133
"134",1,1,1,134
"135",1,1,1,135
"136",1,1,1,136
"137",1,1,1,137
"138",1,1,1,138
"139",1,1,1,139
"140",1,1,1,140
"141",1,1,1,141
"142",1,1,1,142
"143",1,1,1,143
"144",1,1,1,144
"145",1,1,1,145
"146",1,1,1,146
"147",1,1,1,147
"148",1,1,1,148
"149",1,1,1,149
"150",1,1,1,150
"151",1,1,1,151
"152",1,1,1,152
"153",1,1,1,153
"154",1,1,1,154
"155",1,1,1,155
"156",1,1,1,156
"157",1,1,1,157
"158",1,1,1,158
"159",1,1,1,159
"160",1,1,1,160
"161",1,1,1,161
"162",1,1,1,162
"163",1,1,1,163
"164",1,1,1,164
"165",1,1,1,165
"166",1,1,1,166
"167",1,1,1,167
"168",1,1,1,168
"169",1,1,1,169
"170",1,1,1,170
"171",1,1,1,171
"172",1,1,1,172
"173",1,1,1,173
"174",1,1,1,174
"175",1,1,1,175
"176",1,1,1,176
"177",1,1,1,177
"178",1,1,1,178
"179",1,1,1,179
