"","V1","V2","V3","V4"
"1",0.0015112540192926,0.00302631578947368,1,1
"2",0.00766870706518093,0.0115263157894737,1,2
"3",0.0137779285998152,0.0215263157894737,1,3
"4",0.0200800761794656,0.0255263157894737,1,4
"5",0.0279577606540286,0.0305263157894737,1,5
"6",0.0341955995520069,0.0365263157894737,1,6
"7",0.0404012841091492,0.0435263157894737,1,7
"8",0.0672661068473779,0.0690263157894737,1,8
"9",0.130368897513845,0.123526315789474,1,9
"10",0.220578778135048,0.2155,1,10
"11",0.440434083601286,0.4325,1,11
"12",0.777877813504823,0.78,1,12
"13",0.880546623794212,0.88,1,13
"14",0.981768488745981,0.981,1,14
"15",0.99096463022508,0.9905,1,15
"16",0.991028938906752,0.9905,1,16
"17",0.991093247588424,0.9905,1,17
"18",1,1,1,18
"19",1,1,1,19
"20",1,1,1,20
"21",1,1,1,21
"22",1,1,1,22
"23",1,1,1,23
"24",1,1,1,24
"25",1,1,1,25
"26",1,1,1,26
"27",1,1,1,27
"28",1,1,1,28
"29",1,1,1,29
"30",1,1,1,30
"31",1,1,1,31
"32",1,1,1,32
"33",1,1,1,33
"34",1,1,1,34
"35",1,1,1,35
"36",1,1,1,36
"37",1,1,1,37
"38",1,1,1,38
"39",1,1,1,39
"40",1,1,1,40
"41",1,1,1,41
"42",1,1,1,42
"43",1,1,1,43
"44",1,1,1,44
"45",1,1,1,45
"46",1,1,1,46
"47",1,1,1,47
"48",1,1,1,48
"49",1,1,1,49
"50",1,1,1,50
"51",1,1,1,51
"52",1,1,1,52
"53",1,1,1,53
"54",1,1,1,54
"55",1,1,1,55
"56",1,1,1,56
"57",1,1,1,57
"58",1,1,1,58
"59",1,1,1,59
"60",1,1,1,60
"61",1,1,1,61
"62",1,1,1,62
"63",1,1,1,63
"64",1,1,1,64
"65",1,1,1,65
"66",1,1,1,66
"67",1,1,1,67
"68",1,1,1,68
"69",1,1,1,69
"70",1,1,1,70
"71",1,1,1,71
"72",1,1,1,72
"73",1,1,1,73
"74",1,1,1,74
"75",1,1,1,75
"76",1,1,1,76
"77",1,1,1,77
"78",1,1,1,78
"79",1,1,1,79
"80",1,1,1,80
"81",1,1,1,81
"82",1,1,1,82
"83",1,1,1,83
"84",1,1,1,84
"85",1,1,1,85
"86",1,1,1,86
"87",1,1,1,87
"88",1,1,1,88
"89",1,1,1,89
"90",1,1,1,90
"91",1,1,1,91
"92",1,1,1,92
"93",1,1,1,93
"94",1,1,1,94
"95",1,1,1,95
"96",1,1,1,96
"97",1,1,1,97
"98",1,1,1,98
"99",1,1,1,99
"100",1,1,1,100
"101",1,1,1,101
"102",1,1,1,102
"103",1,1,1,103
"104",1,1,1,104
"105",1,1,1,105
"106",1,1,1,106
"107",1,1,1,107
"108",1,1,1,108
"109",1,1,1,109
"110",1,1,1,110
"111",1,1,1,111
"112",1,1,1,112
"113",1,1,1,113
"114",1,1,1,114
"115",1,1,1,115
"116",1,1,1,116
"117",1,1,1,117
"118",1,1,1,118
"119",1,1,1,119
"120",1,1,1,120
"121",1,1,1,121
"122",1,1,1,122
"123",1,1,1,123
"124",1,1,1,124
"125",1,1,1,125
"126",1,1,1,126
"127",1,1,1,127
"128",1,1,1,128
"129",1,1,1,129
"130",1,1,1,130
"131",1,1,1,131
"132",1,1,1,132
"133",1,1,1,133
"134",1,1,1,134
"135",1,1,1,135
"136",1,1,1,136
"137",1,1,1,137
"138",1,1,1,138
"139",1,1,1,139
"140",1,1,1,140
"141",1,1,1,141
"142",1,1,1,142
"143",1,1,1,143
"144",1,1,1,144
"145",1,1,1,145
"146",1,1,1,146
"147",1,1,1,147
"148",1,1,1,148
"149",1,1,1,149
"150",1,1,1,150
"151",1,1,1,151
"152",1,1,1,152
"153",1,1,1,153
"154",1,1,1,154
"155",1,1,1,155
"156",1,1,1,156
"157",1,1,1,157
"158",1,1,1,158
"159",1,1,1,159
"160",1,1,1,160
"161",1,1,1,161
"162",1,1,1,162
"163",1,1,1,163
"164",1,1,1,164
"165",1,1,1,165
"166",1,1,1,166
"167",1,1,1,167
"168",1,1,1,168
"169",1,1,1,169
"170",1,1,1,170
"171",1,1,1,171
"172",1,1,1,172
"173",1,1,1,173
"174",1,1,1,174
"175",1,1,1,175
"176",1,1,1,176
"177",1,1,1,177
"178",1,1,1,178
"179",1,1,1,179
"180",1,1,1,180
"181",1,1,1,181
"182",1,1,1,182
"183",1,1,1,183
"184",1,1,1,184
"185",1,1,1,185
"186",1,1,1,186
"187",1,1,1,187
"188",1,1,1,188
"189",1,1,1,189
"190",1,1,1,190
"191",1,1,1,191
"192",1,1,1,192
"193",1,1,1,193
"194",1,1,1,194
"195",1,1,1,195
"196",1,1,1,196
"197",1,1,1,197
"198",1,1,1,198
"199",1,1,1,199
"200",1,1,1,200
"201",0.0015755368949126,0.001,2,1
"202",0.00779729862247295,0.0075,2,2
"203",0.0140833690317053,0.012,2,3
"204",0.0203533622705197,0.017,2,4
"205",0.0282632010859187,0.021,2,5
"206",0.034581425835987,0.0245,2,6
"207",0.0407549560522933,0.0325,2,7
"208",0.06763585596094,0.0575,2,8
"209",0.130417103219047,0.122,2,9
"210",0.220755627009646,0.21,2,10
"211",0.440434083601286,0.4325,2,11
"212",0.778070739549839,0.774,2,12
"213",0.880627009646302,0.8775,2,13
"214",0.981784565916399,0.9805,2,14
"215",0.99096463022508,0.9905,2,15
"216",0.991028938906752,0.9905,2,16
"217",0.991093247588424,0.9905,2,17
"218",1,1,2,18
"219",1,1,2,19
"220",1,1,2,20
"221",1,1,2,21
"222",1,1,2,22
"223",1,1,2,23
"224",1,1,2,24
"225",1,1,2,25
"226",1,1,2,26
"227",1,1,2,27
"228",1,1,2,28
"229",1,1,2,29
"230",1,1,2,30
"231",1,1,2,31
"232",1,1,2,32
"233",1,1,2,33
"234",1,1,2,34
